GeneID,C1,C2,C3,C4,C5,T1,T2,T3,T4,T5
kKcpudHO1xMw,997.921520064608,1003.4567570938,999.398009490066,1002.01879013386,997.667409187661,999.014222947174,1001.54738890213,998.651033875481,1004.2626370099,999.533662828224
zPNc8SUhg8JN,1000.86965707553,1001.07311067074,1000.84486837599,1000.64523057724,1001.11313794503,998.911917418701,998.078977825938,999.378493921681,997.385767474622,999.186127496889
YPrWRmIl8mVx,1001.3470059378,999.493077940989,1001.11925503559,997.360987341387,999.126637242909,997.611841630596,998.561898733433,998.617033774851,999.943794885561,1000.49577488485
wzLEL7hhSK3b,998.0074019659,999.880137806048,1000.2325050392,1000.81087465308,999.020916879185,1003.31870977991,1000.75764082872,1000.62999266527,999.064957382995,999.222330860481
ezVwaN1ocf7M,997.148566283677,1001.62141762459,998.307739428627,999.649788662708,998.736136387158,1000.39838960995,998.792541934954,1000.4432693524,1000.99790621854,996.410008890086
qRHnz4D3htV6,1004.829638549,997.581335905925,998.009933611118,1000.15788469213,1003.45774838071,998.85574764126,1002.31540083268,999.160485500122,1001.87937873224,1000.94470611412
nCi8jpib8V3a,1002.13061297528,1003.25631026576,1000.24976312101,1002.47546096915,1002.60587821018,1002.45182988335,1003.04316924314,998.464004575275,1000.25335358558,1000.99922230218
eSvHjQzvRCzS,998.545736982992,1002.4775237109,998.921411571258,998.516670348752,1000.67558957917,1000.57266468058,1002.99240435632,997.117586846169,1004.27513122855,998.953449561893
j9dWiu5c5keT,999.300020165385,999.18527362361,998.489481199622,997.824918886641,1000.68570397444,998.785309983586,1000.22447153704,999.947586412585,1000.79662224697,1001.61429632524
17rg86bqplhc,1000.30479223668,998.906159156271,1001.32654901803,999.914536274704,999.272683270488,998.849693296188,994.810421718959,999.953046471521,999.588670596556,998.654063327608
hq7ANPTaaE4E,1002.60721653611,996.044905865381,1002.24067422867,1003.32365382443,996.607523098504,1001.4491831738,1003.8621685525,1001.15694063477,996.743453824816,998.624712651728
R7u3DX6HNa5F,1000.88071235406,996.353297255519,1000.15622435671,1004.45866295251,1001.34691517056,1000.63735635826,998.584649065277,999.776559354415,1000.71925444327,999.626330381113
sseHyn3O3DGB,1002.34345536932,998.768214191181,998.994041644501,1000.64728910795,997.294456138724,1002.12172140315,1002.89344108915,1002.81701877756,1002.8960144313,999.674237667614
VwHeX79DJb2E,998.2921173713,1001.17033750225,1002.18710045204,1001.82065253606,1001.20148830865,1000.14667973927,994.865070105575,1000.73023985758,997.020969937172,999.829497267422
0d1PcTlNkD9x,999.740566120342,1001.49008917799,1000.72480031822,1000.80214407654,1001.76954393314,1004.52428524826,996.723315395547,1002.58701015905,998.59105918117,1001.58640019517
kDDl8Qi1trQo,996.465034009936,997.829236016986,998.41471712125,999.957745252773,1000.36000672309,998.208084522822,998.914854685202,1000.16895497097,1001.93904965125,1000.0224435075
bXFjIdvojUxh,1000.78427647851,1000.24753142344,1000.78044249605,1002.65857794589,999.695840746276,1001.32763132292,1002.11273233654,997.686077166859,1001.36705265286,1001.19950880263
Bwf4ibiXlJDZ,999.552426736799,998.653753334347,999.641782471299,999.358643158938,998.438741377187,1003.81606375848,1001.74617291653,1000.11011622791,999.540326494095,999.555002811078
jrx1x9BfaDZq,1000.02954018708,1001.40141999891,999.067753717505,1001.31918645133,998.935065174172,997.413170619262,1000.19480351715,1000.28332015152,995.87785550414,1000.15810951364
qgpFq8liJtwJ,1000.13193007217,998.061882803195,998.412058050001,1001.31605901032,999.269020008348,1000.90089401,998.90491415234,1003.04700244111,1000.85602394631,1001.25551395341
Ry28Th1axp4l,997.694645722962,1000.12833939475,1001.26425121476,1003.08898548117,1001.37825723123,1000.75135843669,998.249707398727,999.951112373049,1001.73225871689,998.496536495431
4FBCqNgHQBXq,1000.95887875612,1001.28325078366,1000.91990827522,999.789528732418,1001.61459578455,993.948391417168,1000.21121791945,1000.8839144571,999.810301921301,1001.35426309986
uxoFDhVm5l0M,1001.12534478111,1000.65839198413,1003.1256938493,1001.94387491916,996.20536110638,998.261056686925,997.20956487408,997.534281203764,995.652644173389,1002.73931327201
05m3vVG4Gnjq,997.947085074858,1000.93864234601,999.572325053133,998.195176940266,999.494636289406,999.023123924936,1001.28591056488,998.417456473764,999.06302887687,998.979059236064
wYqIryJ4ODuS,1000.7403919089,999.140919882318,1002.14889041597,998.467246078414,999.927345617006,1004.75059105109,1002.357379859,998.672926434739,1002.25430025495,1001.84933238314
vZ9UB4w91mBc,996.542829152874,1000.6954209192,1000.34636228908,1000.11618819009,1000.0481428618,998.84208794425,999.54296469566,999.343423578578,998.363892751431,1002.29265179567
QactcsFFYjuD,1002.98318344277,996.969145753672,1001.78655528819,1001.25161014464,1001.66637540627,1003.00076833126,1001.11659584289,998.8565548448,1000.65140642143,1002.43680698945
0hULo82HMoaC,1001.80473524333,1000.32682282483,998.886928366159,997.724657428666,999.019593653532,994.991081530099,1000.33300734142,1001.8818203394,1007.45708139319,998.135662871436
CZ0tfFACSgBy,1003.05190765563,1003.15157973431,999.898848383079,999.328918545181,1000.09799357507,1002.90199099391,998.80744583549,1001.96497483797,997.004650898471,995.573270451897
613ZKogwKTpD,998.877944795017,1000.18288704204,1002.50507770171,1001.16830709508,1000.10185717214,1000.34201686178,1002.40352653459,999.47304247268,1000.12904014195,1005.34230710444
i9oTFL3wM2nY,997.516251388007,1005.42369770174,999.58012723101,996.200966184827,998.452207058663,999.64920813292,998.263843206783,999.187144591651,1001.0010743332,1000.11903575166
bbqUynBOLkNC,998.804785680613,1002.22848444826,999.909729638719,1000.85059165449,994.575598679165,1001.16032649954,999.802056952482,998.775447008387,998.378375620503,1000.06324621736
nwp7Hp6meubY,1002.22616323342,996.335785270525,1003.40037795398,996.923816906269,1002.34538789181,999.870725007716,998.57426425838,997.676937595705,1004.46054577167,997.186276567311
amfpHSMmRSDQ,1000.55518181034,1001.39201682308,1002.37878203883,999.55506914463,1000.93704093174,1004.5251598026,999.730000426282,1001.89199625383,997.944458639866,999.388127217458
5INrGvGbTnvu,1001.92095001953,1002.72894686218,998.320516670761,1002.20122913214,997.093319778068,1001.138113084,1000.46364061288,998.332965157807,1001.77571238354,997.950471122756
AOz9vJUQbdsy,1002.93855947902,998.70079808446,998.770987201498,1001.02644516226,998.177071816929,995.265186508321,999.126044555788,999.833397761208,1000.21317099541,1003.1297836288
FUGLUU3hKrom,996.885983041644,999.567872824101,999.064108057311,1002.8054192019,999.68050829499,1000.9725595712,998.153488524093,996.062184589718,997.322193323903,1000.42558691969
PCXFyX2duIjo,998.749875398897,1004.28016218,1000.36182475432,1000.50310010179,1001.10883748294,996.856404003367,1004.06626494442,997.392976606785,996.563612756568,1001.18658821842
cDJgwk0kbj5q,999.981478891104,999.362869138457,1001.57785194054,1003.31491777083,1000.81191327899,1002.04468004808,999.044874634565,994.372313326344,999.654136772723,1000.99744884711
941c5O6l478G,999.227452763785,999.651534765454,1000.57332784947,1000.7810182937,997.661457907466,998.192857889672,1000.82392679388,1001.26963716351,997.420618542449,1000.12178176142
K7wnuBMOh1Hr,1002.51546867441,1002.78281665806,1000.12505163885,998.061383447208,997.932246793443,1000.98798080095,1004.46645553027,1000.09664422024,1001.18940847433,998.502478922318
2QqrbZEgzg5U,999.537862033451,1000.77634463673,1002.76747141145,1001.08907302936,999.098719028956,1000.44791103709,1000.45521715462,1000.98306871693,1002.81279666677,1004.89088201307
1KjyXEiBIxqM,998.312102348905,1002.77245325685,1002.00482321502,1000.38181080166,1001.49864336213,1002.79196924664,999.258911011058,1001.94970224413,1000.03007399856,999.742057544355
X71v192TGvxw,996.235753505467,997.355687210314,999.893963500826,1003.36386012556,999.86105146246,999.855402632383,998.498758397928,1002.9200796275,1000.67401614406,1000.16235460839
SwyhMOZRxFB4,1001.81762109325,1000.67355518164,998.64313495565,1001.43355729828,995.49046653013,1001.7556043659,1001.25871116661,1000.7292314489,996.902173475824,997.674790296811
qn05Tg3CWMXc,1000.2785760373,1001.0393807127,1000.11595179766,998.974075513811,998.910909894827,1000.46771629148,1002.38013838626,1004.2885386198,1001.03851485714,1000.53182142154
6MZdJLNimCdv,1000.0815317439,998.486373277995,999.373647440493,999.966278712966,999.885925587405,1000.76115782547,992.728793598355,1000.299076324,1000.63451956112,997.417271700699
gx33mKqpAQMr,1001.33791034358,999.854805451723,998.928363177991,1001.06136384584,1003.93588997011,998.810295060948,1000.4999935291,1001.66634464456,998.869677895298,1001.5199586893
ViNpTop7MpTf,1001.27632570836,1000.26137970616,1000.58082295371,1000.92262989454,999.490870141959,1003.95186659155,1001.38720540554,997.098036320658,1000.02490323158,997.507546889142
BOov5PIGOI0R,997.80483632386,995.304532917718,1000.77799558313,999.305949934041,1001.48753979635,1002.56484743972,999.142125732714,997.904643646723,1000.96165801728,997.34128225295
0WkzZfWhtawx,999.759966513867,1000.83545554564,998.835792663828,1001.20679677684,999.416064827416,997.260639211643,998.092186963773,1001.7048441997,1003.66025366988,998.114960271171
KzEBo1CHLvE0,1000.71055431949,1000.39776121026,999.997208214792,1003.87048323872,1001.90687467682,1003.43375381107,1002.22373308101,999.061784426208,1000.8915260848,999.75877444154
MvQWMsT7U0GS,999.475577603521,1001.25845294441,994.087295842956,999.557766975891,1001.54169982374,1000.63956514818,1000.97549704754,1000.02605508737,1002.26349177157,998.438923456488
HSZkEywsdWB5,999.257413819311,1000.26319193344,1000.9788280169,999.168156218586,1002.39392544119,998.780656131013,1000.76826055825,999.977636939164,1001.33171903158,1000.5264645919
HiUxhCHa5qp1,1000.81902345163,1002.58773998706,998.047083056637,1001.59317428826,1000.59416044358,999.917352781885,999.559020396386,998.367591524634,999.696330047805,999.251531218485
wyqFxYIbp2l5,1000.05351100665,1004.43115615751,1000.22293410363,1001.52819988383,999.08902079719,998.153529267122,1001.15331288183,1003.01338041684,998.848826117135,998.258570906603
uq3OLiqPyANj,1002.27654525932,997.21510595819,999.150845930154,1000.3179407239,1002.75695105524,1002.03264904665,998.834389584737,1001.3237412958,999.786804450553,1002.78950349617
YcWyD5i5Gzeb,998.678281778073,994.289312478405,1000.95398583881,999.833658196177,997.535233611298,998.669165706053,993.46902401535,999.226531954975,1000.26964075784,999.888349799685
popCqVjP6r6K,1000.00849776601,1001.02667713856,1001.53681610178,1001.85366030363,1001.20983425664,999.235348888758,998.510628971919,1000.95830386479,998.229318013374,997.678380644605
WyjSD8ePanNr,996.956635775427,1000.77790248004,1002.60883803167,1001.87694165222,1001.48862555825,1003.55969960541,999.625460135386,1000.25357174976,996.634791185968,1003.28515749046
